"SchoolId","FinanceId","SchoolName","SchoolNetworkName","Meeting01","Meeting02","Meeting03","Meeting04","Meeting05","Meeting06","Meeting07","Meeting08","Meeting09","Meeting10","Meeting11","Meeting12","Meeting13","Meeting14","Meeting15","Meeting16","Meeting17","Meeting18","Meeting19","Meeting20","Meeting21","Meeting22","Meeting23","Meeting24"
"610193","25541","NEW SULLIVAN","Skyway","07/2012 ","08/2012 ","09/12/2012 04:00 PM","10/10/2012 04:00 PM","11/14/2012 04:00 PM","12/12/2012 04:00 PM","01/09/2013 04:00 PM","02/13/2013 04:00 PM","03/13/2013 04:00 PM","04/09/2013 04:00 PM","05/08/2013 04:00 PM","06/12/2013 04:00 PM","","","","","","","","","","","",""
"610095","29231","NEWBERRY","Fullerton","07/2012 ","08/2012 ","09/17/2012 06:30 PM","10/15/2012 06:30 PM","11/19/2012 06:30 PM","12/17/2012 06:30 PM","01/22/2013 06:30 PM","02/19/2013 06:30 PM","03/18/2013 06:30 PM","04/22/2013 06:30 PM","05/20/2013 06:30 PM","06/10/2013 06:30 PM","","","","","","","","","","","",""
"609793","22181","NICHOLSON TECH ACAD","Englewood-Gresham","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610096","24671","NIGHTINGALE","Midway","07/2012 ","08/29/2012 09:00 AM","09/26/2012 09:00 AM","10/24/2012 09:00 AM","11/28/2012 09:00 AM","12/2012 ","01/09/2013 09:00 AM","02/06/2013 09:00 AM","03/06/2013 09:00 AM","04/03/2013 09:00 AM","05/01/2013 09:00 AM","06/05/2013 09:00 AM","","","","","","","","","","","",""
"610097","24681","NIXON","Fullerton","07/2012 ","08/2012 ","09/10/2012 08:00 AM","10/08/2012 08:00 AM","11/13/2012 08:00 AM","12/10/2012 08:00 AM","01/14/2013 08:00 AM","02/11/2013 08:00 AM","03/11/2013 08:00 AM","04/08/2013 08:00 AM","05/13/2013 08:00 AM","06/10/2013 08:00 AM","","","","","","","","","","","",""
"610098","24691","NOBEL","Garfield-Humboldt","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/23/2013 08:30 AM","02/2013 ","03/22/2013 08:30 AM","04/17/2013 08:30 AM","05/22/2013 08:30 AM","06/2013 ","","","","","","","","","","","",""
"610354","26841","NORTH RIVER","O'Hare","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/11/2013 08:00 AM","02/05/2013 08:00 AM","03/05/2013 08:00 AM","04/09/2013 08:00 AM","05/07/2013 08:00 AM","06/04/2013 08:00 AM","","","","","","","","","","","",""
"609691","46431","NORTH-GRAND HS","West Side","07/2012 ","08/2012 ","09/10/2012 07:00 PM","10/2012 ","11/12/2012 07:00 PM","12/2012 ","01/14/2013 07:00 PM","02/2013 ","03/11/2013 07:00 PM","04/2013 ","05/13/2013 07:00 PM","06/2013 ","","","","","","","","","","","",""
"609744","49021","NORTHSIDE LEARNING HS","North-Northwest Side","07/2012 ","08/14/2012 06:00 PM","09/11/2012 06:00 PM","10/09/2012 06:00 PM","11/13/2012 06:00 PM","12/11/2012 06:00 PM","01/15/2013 06:00 PM","02/05/2013 06:00 PM","03/12/2013 06:00 PM","04/16/2013 06:00 PM","05/14/2013 06:00 PM","06/11/2013 06:00 PM","","","","","","","","","","","",""
"609749","46061","NORTHSIDE PREP HS","North-Northwest Side","07/2012 ","08/2012 ","09/10/2012 07:00 PM","10/08/2012 07:00 PM","11/19/2012 07:00 PM","12/10/2012 07:00 PM","01/14/2013 07:00 PM","02/05/2013 07:00 PM","03/11/2013 07:00 PM","04/08/2013 07:00 PM","05/13/2013 07:00 PM","06/03/2013 07:00 PM","","","","","","","","","","","",""
"610051","41121","NORTHWEST","Fullerton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/27/2012 09:00 AM","12/11/2012 09:00 AM","01/08/2013 09:00 AM","02/06/2013 09:00 AM","03/05/2013 09:00 AM","04/02/2013 09:00 AM","05/07/2013 09:00 AM","06/04/2013 09:00 AM","","","","","","","","","","","",""
"610099","24711","NORWOOD PARK","O'Hare","07/09/2012 06:30 PM","08/14/2012 06:30 PM","09/11/2012 06:30 PM","10/09/2012 06:30 PM","11/13/2012 06:30 PM","12/11/2012 06:30 PM","01/15/2013 06:30 PM","02/19/2013 06:30 PM","03/12/2013 06:30 PM","04/09/2013 06:30 PM","05/14/2013 06:30 PM","06/11/2013 06:30 PM","","","","","","","","","","","",""
"610103","24751","O'KEEFFE","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610108","24801","O'TOOLE","Englewood-Gresham","07/2012 ","08/2012 ","09/12/2012 01:00 PM","10/2012 ","11/14/2012 01:00 PM","12/2012 ","01/09/2013 01:00 PM","02/2013 ","03/13/2013 01:00 PM","04/2013 ","05/08/2013 01:00 PM","06/2013 ","","","","","","","","","","","",""
"610101","24731","OGDEN","Fullerton"," ","","","","","","","","","","","","","","","","","","","","","","",""
"610102","24741","OGLESBY","Englewood-Gresham","07/06/2012 09:30 AM","08/2012 ","09/07/2012 04:00 PM","10/05/2012 04:00 PM","11/02/2012 04:00 PM","12/07/2012 04:00 PM","01/11/2013 04:00 PM","02/01/2013 04:00 PM","03/01/2013 04:00 PM","04/12/2013 04:00 PM","05/03/2013 04:00 PM","06/07/2013 04:00 PM","","","","","","","","","","","",""
"610104","24761","ONAHAN","O'Hare","07/2012 ","08/2012 ","09/20/2012 06:30 PM","10/11/2012 06:30 PM","11/08/2012 06:30 PM","12/13/2012 06:30 PM","01/10/2013 06:30 PM","02/14/2013 06:30 PM","03/14/2013 06:30 PM","04/11/2013 06:30 PM","05/09/2013 06:30 PM","06/13/2013 06:30 PM","","","","","","","","","","","",""
"610105","24771","ORIOLE PARK","O'Hare","07/2012 ","08/23/2012 06:00 PM","09/19/2012 04:00 PM","10/18/2012 06:00 PM","11/14/2012 04:00 PM","12/13/2012 06:00 PM","01/16/2013 04:00 PM","02/28/2013 06:00 PM","03/20/2013 04:00 PM","04/25/2013 06:00 PM","05/29/2013 04:00 PM","06/2013 ","","","","","","","","","","","",""
"610329","31281","OROZCO","Pilsen-Little Village","07/2012 ","08/2012 ","09/19/2012 08:30 AM","10/17/2012 08:30 AM","11/20/2012 08:30 AM","12/19/2012 08:30 AM","01/16/2013 08:30 AM","02/20/2013 08:30 AM","03/20/2013 08:30 AM","04/17/2013 08:30 AM","05/15/2013 08:30 AM","06/12/2013 08:30 AM","","","","","","","","","","","",""
"609950","23411","ORTIZ DE DOMINGUEZ","Pilsen-Little Village","07/2012 ","08/2012 ","09/12/2012 08:15 AM","10/17/2012 08:15 AM","11/21/2012 08:15 AM","12/12/2012 08:15 AM","01/16/2013 08:15 AM","02/20/2013 08:15 AM","03/20/2013 08:15 AM","04/17/2013 08:15 AM","05/15/2013 08:15 AM","06/05/2013 08:15 AM","","","","","","","","","","","",""
"610107","24791","OTIS","Fulton","07/2012 ","08/2012 ","09/05/2012 03:00 PM","10/2012 ","11/07/2012 03:00 PM","12/2012 ","01/01/2013 03:00 PM","02/2013 ","03/06/2013 03:00 PM","04/2013 ","05/01/2013 03:00 PM","06/2013 ","","","","","","","","","","","",""
"610277","26261","OVERTON","Burnham Park","07/2012 ","08/26/2012 10:00 AM","09/26/2012 10:00 AM","10/24/2012 10:00 AM","11/21/2012 10:00 AM","12/12/2012 10:00 AM","01/17/2013 10:00 AM","02/27/2013 10:00 AM","03/28/2013 10:00 AM","04/17/2013 10:00 AM","05/22/2013 10:00 AM","06/19/2013 10:00 AM","","","","","","","","","","","",""
"610109","29241","OWEN","Midway","07/2012 ","08/20/2012 06:30 PM","09/17/2012 06:30 PM","10/15/2012 06:30 PM","11/19/2012 06:30 PM","12/17/2012 06:30 PM","01/21/2013 06:30 PM","02/18/2013 06:30 PM","03/18/2013 06:30 PM","04/15/2013 06:30 PM","05/20/2013 06:30 PM","06/17/2013 06:30 PM","","","","","","","","","","","",""
"609932","31071","OWENS","Lake Calumet","07/2012 ","08/2012 ","09/19/2012 03:45 PM","10/2012 ","11/14/2012 03:45 PM","12/2012 ","01/16/2013 03:45 PM","02/2013 ","03/20/2013 03:45 PM","04/2013 ","05/15/2013 03:45 PM","06/2013 ","","","","","","","","","","","",""
"610273","26221","PADEREWSKI","Pilsen-Little Village","07/2012 ","08/21/2012 03:15 PM","09/13/2012 03:00 PM","10/10/2012 03:00 PM","11/15/2012 03:00 PM","12/13/2012 03:00 PM","01/10/2013 03:00 PM","02/14/2013 03:00 PM","03/14/2013 03:00 PM","04/11/2013 03:00 PM","05/09/2013 03:00 PM","06/13/2013 03:00 PM","","","","","","","","","","","",""
"610111","24821","PALMER","O'Hare","07/2012 ","08/09/2012 08:00 AM","09/13/2012 08:00 AM","10/11/2012 05:00 PM","11/08/2012 08:00 AM","12/13/2012 05:00 PM","01/10/2013 08:00 AM","02/14/2013 05:00 PM","03/14/2013 08:00 AM","04/11/2013 05:00 PM","05/09/2013 08:00 AM","06/13/2013 05:00 PM","","","","","","","","","","","",""
"610115","24841","PARK MANOR","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/10/2013 03:00 PM","02/14/2013 03:00 PM","03/14/2013 03:00 PM","04/11/2013 03:00 PM","05/09/2013 03:00 PM","06/03/2013 03:00 PM","","","","","","","","","","","",""
"610112","31181","PARKER","Englewood-Gresham","07/2012 ","08/25/2012 03:30 PM","09/27/2012 03:30 PM","10/18/2012 03:30 PM","11/15/2012 03:30 PM","12/10/2012 03:30 PM","01/17/2013 03:30 PM","02/21/2013 03:30 PM","03/21/2013 03:30 PM","04/25/2013 03:30 PM","05/16/2013 03:30 PM","06/24/2013 03:30 PM","","","","","","","","","","","",""
"610114","24831","PARKMAN","Pershing","07/2012 ","08/15/2012 03:00 PM","09/19/2012 03:00 PM","10/17/2012 03:00 PM","11/21/2012 03:00 PM","12/12/2012 03:00 PM","01/16/2013 03:00 PM","02/20/2013 03:00 PM","03/20/2013 03:00 PM","04/17/2013 03:00 PM","05/15/2013 03:00 PM","06/12/2013 03:00 PM","","","","","","","","","","","",""
"610116","31201","PARKSIDE","Skyway","07/11/2012 04:00 PM","08/15/2012 04:00 PM","09/19/2012 04:00 PM","10/10/2012 04:00 PM","11/21/2012 04:00 PM","12/12/2012 04:00 PM","01/16/2013 04:00 PM","02/20/2013 04:00 PM","03/20/2013 04:00 PM","04/17/2013 04:00 PM","05/15/2013 04:00 PM","06/05/2013 04:00 PM","","","","","","","","","","","",""
"610117","24851","PASTEUR","Midway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/10/2013 04:00 PM","02/07/2013 04:00 PM","03/14/2013 04:00 PM","04/11/2013 08:30 AM","05/09/2013 04:00 PM","06/13/2013 04:00 PM","","","","","","","","","","","",""
"609680","70020","PAYTON HS","North-Northwest Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610119","24861","PEABODY","Fulton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610120","24871","PECK","Midway","07/2012 ","08/2012 ","09/13/2012 04:30 PM","10/2012 ","11/18/2012 04:30 PM","12/2012 ","01/10/2013 04:30 PM","02/2013 ","03/14/2013 04:30 PM","04/2013 ","05/09/2013 04:30 PM","06/2013 ","","","","","","","","","","","",""
"610122","24891","PEIRCE","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/04/2012 06:00 PM","11/15/2012 06:00 PM","12/20/2012 06:00 PM","01/17/2013 06:00 PM","02/21/2013 06:00 PM","03/21/2013 06:00 PM","04/25/2013 06:00 PM","05/16/2013 06:00 PM","06/19/2013 06:00 PM","","","","","","","","","","","",""
"610123","24911","PENN","Austin-North Lawndale","07/2012 ","08/16/2012 02:00 PM","09/13/2012 03:15 PM","10/11/2012 03:15 PM","11/15/2012 03:15 PM","12/13/2012 03:15 PM","01/10/2013 03:15 PM","02/14/2013 ","03/14/2013 03:15 PM","04/11/2013 03:15 PM","05/09/2013 03:15 PM","06/13/2013 03:15 PM","","","","","","","","","","","",""
"609872","22861","PEREZ","Pilsen-Little Village","07/2012 ","08/2012 ","09/20/2012 09:15 AM","10/18/2012 06:00 PM","11/15/2012 09:15 AM","12/20/2012 06:00 PM","01/17/2013 09:15 AM","02/21/2013 09:15 AM","03/21/2013 06:00 PM","04/18/2013 09:15 AM","05/16/2013 06:00 PM","06/2013 ","","","","","","","","","","","",""
"610126","29251","PERSHING","Burnham Park","07/2012 ","08/2012 ","09/06/2012 05:00 PM","10/04/2012 05:00 PM","11/01/2012 05:00 PM","12/06/2012 05:00 PM","01/10/2013 05:00 PM","02/07/2013 05:00 PM","03/07/2013 05:00 PM","04/18/2013 05:00 PM","05/02/2013 ","06/2013 ","","","","","","","","","","","",""
"610395","26871","PERSHING MIDDLE","Burnham Park","07/2012 ","08/2012 ","09/04/2012 05:30 PM","10/02/2012 05:30 PM","11/06/2012 05:30 PM","12/04/2012 05:30 PM","01/08/2013 05:30 PM","02/05/2013 05:30 PM","03/05/2013 05:30 PM","04/02/2013 05:30 PM","05/07/2013 05:30 PM","06/04/2013 05:30 PM","","","","","","","","","","","",""
"610127","24941","PETERSON","O'Hare","07/2012 ","08/2012 ","09/12/2012 06:00 PM","10/10/2012 06:00 PM","11/14/2012 06:00 PM","12/12/2012 06:00 PM","01/09/2013 06:00 PM","02/13/2013 06:00 PM","03/13/2013 06:00 PM","04/17/2013 06:00 PM","05/08/2013 06:00 PM","06/05/2013 06:00 PM","","","","","","","","","","","",""
"609727","46261","PHILLIPS HS","South Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610304","55011","PHOENIX MILITARY HS","West Side","07/11/2012 01:00 PM","08/01/2012 01:00 PM","09/25/2012 05:30 PM","10/02/2012 05:30 PM","11/08/2012 05:30 PM","12/18/2012 05:30 PM","01/15/2013 05:30 PM","02/16/2013 09:15 AM","03/09/2013 09:00 AM","04/18/2013 05:30 PM","05/29/2013 05:30 PM","06/18/2013 05:30 PM","","","","","","","","","","","",""
"610129","24961","PICKARD","Pilsen-Little Village","07/2012 ","08/28/2012 09:15 AM","09/25/2012 09:15 AM","10/2012 ","11/27/2012 09:15 AM","12/2012 ","01/29/2013 09:15 AM","02/26/2013 09:15 AM","03/26/2013 09:15 AM","04/23/2013 09:15 AM","05/28/2013 09:15 AM","06/2013 ","","","","","","","","","","","",""
"610013","31141","PILSEN","Pilsen-Little Village","07/12/2012 09:30 AM","08/2012 ","09/20/2012 09:15 AM","10/18/2012 09:15 AM","11/15/2012 09:15 AM","12/20/2012 09:15 AM","01/17/2013 09:15 AM","02/21/2013 09:15 AM","03/21/2013 09:15 AM","04/18/2013 09:15 AM","05/16/2013 09:15 AM","06/2013 ","","","","","","","","","","","",""
"610130","24971","PIRIE","Skyway","07/11/2012 05:30 PM","08/16/2012 05:30 PM","09/27/2012 05:30 PM","10/11/2012 05:30 PM","11/15/2012 05:30 PM","12/21/2012 05:30 PM","01/17/2013 05:30 PM","02/21/2013 05:30 PM","03/21/2013 05:30 PM","04/18/2013 05:30 PM","05/16/2013 05:30 PM","06/20/2013 05:30 PM","","","","","","","","","","","",""
"610131","24981","PLAMONDON","Austin-North Lawndale","07/2012 ","08/17/2012 09:30 AM","09/21/2012 09:30 AM","10/26/2012 09:30 AM","11/16/2012 09:30 AM","12/21/2012 09:30 AM","01/18/2013 09:30 AM","02/15/2013 09:30 AM","03/15/2013 09:30 AM","04/19/2013 09:30 AM","05/17/2013 09:30 AM","06/21/2013 09:30 AM","","","","","","","","","","","",""
"610132","29261","POE","Lake Calumet","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610134","25001","POPE","Austin-North Lawndale","07/2012 ","08/29/2012 03:30 PM","09/19/2012 03:30 PM","10/17/2012 03:30 PM","11/21/2012 03:30 PM","12/19/2012 03:30 PM","01/16/2013 03:30 PM","02/20/2013 03:30 PM","03/20/2013 03:30 PM","04/17/2013 03:30 PM","05/15/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610135","25011","PORTAGE PARK","O'Hare","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610281","26291","POWELL","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/17/2013 04:00 PM","02/21/2013 04:00 PM","03/21/2013 04:00 PM","04/18/2013 04:00 PM","05/16/2013 04:00 PM","06/13/2013 04:00 PM","","","","","","","","","","","",""
"610136","25021","PRESCOTT","Fullerton","07/2012 ","08/2012 ","09/12/2012 05:00 PM","10/2012 ","11/14/2012 05:00 PM","12/2012 ","01/2013 ","02/13/2013 05:00 PM","03/2013 ","04/10/2013 05:00 PM","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610533","22581","PRIETO","Fullerton","07/11/2012 10:00 AM","08/29/2012 02:45 PM","09/25/2012 04:00 PM","10/30/2012 04:00 PM","11/27/2012 04:00 PM","12/18/2012 04:00 PM","01/29/2013 04:00 PM","02/26/2013 04:00 PM","03/26/2013 04:00 PM","04/30/2013 04:00 PM","05/28/2013 04:00 PM","06/18/2013 04:00 PM","","","","","","","","","","","",""
"610229","25871","PRITZKER","Fulton","07/2012 ","08/01/2012 03:30 PM","09/19/2012 05:30 PM","10/17/2012 05:30 PM","11/14/2012 05:30 PM","12/2012 ","01/16/2013 05:30 PM","02/20/2013 05:30 PM","03/20/2013 05:30 PM","04/01/2013 05:30 PM","05/15/2013 05:30 PM","06/12/2013 05:30 PM","","","","","","","","","","","",""
"609679","53041","PROSSER HS","North-Northwest Side","07/2012 ","08/2012 ","09/11/2012 06:00 PM","10/09/2012 06:00 PM","11/13/2012 06:00 PM","12/11/2012 06:00 PM","01/08/2013 06:00 PM","02/12/2013 06:00 PM","03/12/2013 06:00 PM","04/09/2013 06:00 PM","05/14/2013 06:00 PM","06/11/2013 06:00 PM","","","","","","","","","","","",""
"610137","25031","PRUSSING","O'Hare","07/10/2012 03:00 PM","08/2012 ","09/11/2012 07:00 PM","10/2012 ","11/13/2012 07:00 PM","12/2012 ","01/08/2013 07:00 PM","02/2013 ","03/12/2013 07:00 PM","04/2013 ","05/14/2013 07:00 PM","06/2013 ","","","","","","","","","","","",""
"610138","31211","PULASKI","Fullerton","07/2012 ","08/2012 ","09/10/2012 07:30 PM","10/15/2012 07:30 PM","11/12/2012 07:30 PM","12/10/2012 07:30 PM","01/14/2013 07:30 PM","02/11/2013 07:30 PM","03/11/2013 07:30 PM","04/08/2013 07:30 PM","05/13/2013 07:30 PM","06/03/2013 07:30 PM","","","","","","","","","","","",""
"610139","25041","PULLMAN","Lake Calumet","07/2012 ","08/2012 ","09/18/2012 04:00 PM","10/2012 ","11/13/2012 04:00 PM","12/2012 ","01/15/2013 04:00 PM","02/2013 ","03/19/2013 04:00 PM","04/23/2013 04:00 PM","05/14/2013 04:00 PM","06/2013 ","","","","","","","","","","","",""
"610334","46471","RABY HS","West Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609941","29111","RANDOLPH","Englewood-Gresham","07/2012 ","08/2012 ","09/17/2012 03:30 PM","10/2012 ","11/19/2012 03:30 PM","12/2012 ","01/14/2013 03:30 PM","02/2013 ","03/18/2013 03:30 PM","04/2013 ","05/20/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610141","25061","RAVENSWOOD","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610142","25071","RAY","Burnham Park","07/2012 ","08/2012 ","09/13/2012 06:00 PM","10/11/2012 06:00 PM","11/15/2012 06:00 PM","12/13/2012 06:00 PM","01/10/2013 06:00 PM","02/13/2013 06:00 PM","03/14/2013 06:00 PM","04/11/2013 06:00 PM","05/09/2013 06:00 PM","06/13/2013 06:00 PM","","","","","","","","","","","",""
"610143","25091","REAVIS","Burnham Park","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610144","25101","REILLY","Fullerton","07/05/2012 03:30 PM","08/2012 ","09/2012 ","10/04/2012 03:30 PM","11/15/2012 03:30 PM","12/20/2012 03:30 PM","01/17/2013 03:30 PM","02/21/2013 03:30 PM","03/21/2013 03:30 PM","04/18/2013 03:30 PM","05/16/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610145","25111","REINBERG","O'Hare","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610146","25121","REVERE","Skyway","07/2012 ","08/18/2012 11:00 AM","09/15/2012 11:00 AM","10/2012 ","11/17/2012 11:00 AM","12/2012 ","01/19/2013 11:00 AM","02/16/2013 11:00 AM","03/16/2013 11:00 AM","04/20/2013 11:00 AM","05/18/2013 11:00 AM","06/15/2013 11:00 AM","","","","","","","","","","","",""
"609682","53051","RICHARDS HS","Southwest Side","07/2012 ","08/2012 ","09/2012 ","10/11/2012 04:30 PM","11/08/2012 04:30 PM","12/13/2012 04:30 PM","01/10/2013 04:30 PM","02/14/2013 04:30 PM","03/14/2013 04:30 PM","04/11/2013 04:30 PM","05/09/2013 04:30 PM","06/13/2013 04:30 PM","","","","","","","","","","","",""
"610390","45221","RICKOVER HS","North-Northwest Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609707","46121","ROBESON HS","Southwest Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610256","26061","ROBINSON","Burnham Park","07/2012 ","08/29/2012 02:00 PM","09/12/2012 07:00 AM","10/10/2012 06:30 PM","11/14/2012 07:00 AM","12/12/2012 06:30 PM","01/09/2013 07:00 AM","02/13/2013 06:30 PM","03/13/2013 07:00 AM","04/10/2013 06:30 PM","05/08/2013 07:00 AM","06/12/2013 06:30 PM","","","","","","","","","","","",""
"610147","25141","ROGERS","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609728","46271","ROOSEVELT HS","North-Northwest Side","07/2012 ","08/23/2012 05:30 PM","09/27/2012 05:45 PM","10/18/2012 05:45 PM","11/15/2012 05:45 PM","12/20/2012 05:45 PM","01/17/2013 05:45 PM","02/21/2013 05:45 PM","03/21/2013 05:45 PM","04/18/2013 05:45 PM","05/16/2013 05:45 PM","06/20/2013 05:45 PM","","","","","","","","","","","",""
"610308","30121","RUDOLPH","Fulton","07/2012 ","08/2012 ","09/20/2012 09:30 AM","10/18/2012 09:30 AM","11/15/2012 09:30 AM","12/20/2012 09:30 AM","01/17/2013 09:30 AM","02/21/2013 09:30 AM","03/21/2013 09:30 AM","04/18/2013 09:30 AM","05/16/2013 09:30 AM","06/2013 ","","","","","","","","","","","",""
"610152","25181","RUGGLES","Skyway","07/2012 ","08/23/2012 04:30 PM","09/27/2012 04:30 PM","10/2012 ","11/29/2012 05:30 PM","12/2012 ","01/24/2013 05:30 PM","02/28/2013 05:30 PM","03/28/2013 05:30 PM","04/25/2013 05:30 PM","05/23/2013 05:30 PM","06/27/2013 04:30 PM","","","","","","","","","","","",""
"610125","24931","RUIZ","Pilsen-Little Village","07/2012 ","08/15/2012 05:30 PM","09/19/2012 05:30 PM","10/17/2012 05:30 PM","11/14/2012 05:30 PM","12/12/2012 05:30 PM","01/16/2013 05:30 PM","02/20/2013 05:30 PM","03/20/2013 05:30 PM","04/17/2013 05:30 PM","05/15/2013 05:30 PM","06/12/2013 05:30 PM","","","","","","","","","","","",""
"610153","25191","RYDER","Englewood-Gresham","07/2012 ","08/2012 ","09/13/2012 04:30 PM","10/11/2012 04:30 PM","11/08/2012 04:30 PM","12/13/2012 04:30 PM","01/10/2013 04:30 PM","02/14/2013 04:30 PM","03/14/2013 04:30 PM","04/11/2013 04:30 PM","05/09/2013 04:30 PM","06/2013 ","","","","","","","","","","","",""
"610154","25201","RYERSON","Garfield-Humboldt","07/2012 ","08/14/2012 04:30 PM","09/11/2012 04:30 PM","10/09/2012 04:30 PM","11/13/2012 04:30 PM","12/11/2012 04:30 PM","01/2013 ","02/13/2013 04:30 PM","03/12/2013 04:30 PM","04/09/2013 04:30 PM","05/14/2013 04:30 PM","06/11/2013 04:30 PM","","","","","","","","","","","",""
"610342","29371","SABIN","Fulton","07/2012 ","08/02/2012 04:00 PM","09/20/2012 04:00 PM","10/18/2012 04:00 PM","11/15/2012 04:00 PM","12/06/2012 04:00 PM","01/17/2013 04:00 PM","02/21/2013 04:00 PM","03/21/2013 04:00 PM","04/18/2013 04:00 PM","05/16/2013 04:00 PM","06/06/2013 04:00 PM","","","","","","","","","","","",""
"610250","30101","SALAZAR","Fullerton","07/2012 ","08/22/2012 08:30 AM","09/19/2012 04:15 PM","10/2012 ","11/21/2012 08:30 AM","12/12/2012 04:15 PM","01/23/2013 08:30 AM","02/20/2013 04:15 PM","03/20/2013 08:30 AM","04/17/2013 04:15 PM","05/15/2013 08:30 AM","06/12/2013 04:15 PM","","","","","","","","","","","",""
"610226","26721","SANDOVAL","Midway","07/2012 ","08/31/2012 08:30 AM","09/28/2012 08:30 AM","10/26/2012 08:30 AM","11/30/2012 08:30 AM","12/28/2012 08:30 AM","01/25/2013 08:30 AM","02/22/2013 08:30 AM","03/29/2013 08:30 AM","04/26/2013 08:30 AM","05/31/2013 08:30 AM","06/28/2013 08:30 AM","","","","","","","","","","","",""
"610017","29151","SAUCEDO","Pilsen-Little Village","07/2012 ","08/16/2012 10:30 AM","09/20/2012 04:00 PM","10/18/2012 04:00 PM","11/15/2012 04:00 PM","12/2012 ","01/17/2013 04:00 PM","02/21/2013 04:00 PM","03/21/2013 04:00 PM","04/18/2013 04:00 PM","05/16/2013 04:00 PM","06/2013 ","","","","","","","","","","","",""
"610155","25211","SAUGANASH","O'Hare","07/2012 ","08/2012 ","09/2012 ","10/15/2012 06:30 PM","11/19/2012 06:30 PM","12/17/2012 06:30 PM","01/14/2013 06:30 PM","02/11/2013 06:30 PM","03/18/2013 06:30 PM","04/15/2013 06:30 PM","05/20/2013 06:30 PM","06/2013 ","","","","","","","","","","","",""
