"SchoolId","FinanceId","SchoolName","SchoolNetworkName","Meeting01","Meeting02","Meeting03","Meeting04","Meeting05","Meeting06","Meeting07","Meeting08","Meeting09","Meeting10","Meeting11","Meeting12","Meeting13","Meeting14","Meeting15","Meeting16","Meeting17","Meeting18","Meeting19","Meeting20","Meeting21","Meeting22","Meeting23","Meeting24"
"609751","46371","KING HS","South Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/16/2013 06:00 PM","03/13/2013 06:00 PM","04/10/2013 06:00 PM","05/08/2013 06:00 PM","06/08/2013 06:00 PM","","","","","","","","","","","",""
"610026","24071","KINZIE","Midway","07/2012 ","08/2012 ","09/11/2012 06:30 PM","10/09/2012 06:30 PM","11/13/2012 06:30 PM","12/11/2012 06:30 PM","01/15/2013 06:30 PM","02/12/2013 06:30 PM","03/12/2013 06:30 PM","04/09/2013 06:30 PM","05/14/2013 06:30 PM","06/11/2013 06:30 PM","","","","","","","","","","","",""
"610027","24081","KIPLING","Rock Island","07/05/2012 05:00 PM","08/07/2012 05:00 PM","09/04/2012 05:00 PM","10/02/2012 05:00 PM","11/06/2012 05:00 PM","12/04/2012 05:00 PM","01/08/2013 05:00 PM","02/05/2013 05:00 PM","03/05/2013 05:00 PM","04/09/2013 05:00 PM","05/07/2013 05:00 PM","06/04/2013 05:00 PM","","","","","","","","","","","",""
"610028","24091","KOHN","Rock Island","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/24/2013 05:00 PM","02/21/2013 05:00 PM","03/21/2013 05:00 PM","04/18/2013 05:00 PM","05/16/2013 05:00 PM","06/20/2013 05:00 PM","","","","","","","","","","","",""
"610030","31151","KOZMINSKI","Burnham Park","07/09/2012 06:30 PM","08/20/2012 06:30 PM","09/10/2012 06:30 PM","10/08/2012 06:30 PM","11/05/2012 06:30 PM","12/10/2012 06:30 PM","01/14/2013 06:30 PM","02/11/2013 06:30 PM","03/11/2013 06:30 PM","04/15/2013 06:30 PM","05/13/2013 06:30 PM","06/10/2013 06:30 PM","","","","","","","","","","","",""
"610031","24121","LAFAYETTE","Fulton","07/2012 ","08/06/2012 04:15 PM","09/10/2012 04:15 PM","10/08/2012 04:15 PM","11/05/2012 04:15 PM","12/03/2012 04:15 PM","01/07/2013 04:15 PM","02/04/2013 04:15 PM","03/04/2013 04:15 PM","04/08/2013 04:15 PM","05/06/2013 04:15 PM","06/03/2013 04:15 PM","","","","","","","","","","","",""
"609719","46211","LAKE VIEW HS","North-Northwest Side","07/2012 ","08/2012 ","09/19/2012 06:00 PM","10/17/2012 06:00 PM","11/19/2012 06:00 PM","12/05/2012 06:00 PM","01/16/2013 06:00 PM","02/20/2013 06:00 PM","03/20/2013 06:00 PM","04/17/2013 06:00 PM","05/15/2013 06:00 PM","06/19/2013 06:00 PM","","","","","","","","","","","",""
"609720","46221","LANE HS","North-Northwest Side","07/2012 ","08/2012 ","09/20/2012 06:00 PM","10/18/2012 06:00 PM","11/15/2012 06:00 PM","12/20/2012 06:00 PM","01/17/2013 06:00 PM","02/21/2013 06:00 PM","03/21/2013 06:00 PM","04/18/2013 06:00 PM","05/16/2013 06:00 PM","06/2013 ","","","","","","","","","","","",""
"609869","22841","LANGFORD","Englewood-Gresham","07/2012 ","08/17/2012 09:30 AM","09/21/2012 09:30 AM","10/05/2012 09:30 AM","11/16/2012 09:30 AM","12/14/2012 09:30 AM","01/11/2013 09:30 AM","02/15/2013 09:30 AM","03/15/2013 09:30 AM","04/19/2013 09:30 AM","05/17/2013 09:30 AM","06/07/2013 09:30 AM","","","","","","","","","","","",""
"609993","23791","LARA","Pershing","07/10/2012 09:15 AM","08/14/2012 08:15 AM","09/11/2012 08:15 AM","10/09/2012 08:15 AM","11/13/2012 08:15 AM","12/11/2012 08:15 AM","01/15/2013 08:15 AM","02/13/2013 08:15 AM","03/12/2013 08:15 AM","03/19/2013 08:15 AM","05/14/2013 08:15 AM","06/11/2013 08:15 AM","","","","","","","","","","","",""
"610033","29161","LASALLE","Fullerton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/15/2013 05:30 PM","02/19/2013 05:30 PM","03/12/2013 05:30 PM","04/16/2013 05:30 PM","05/14/2013 05:30 PM","06/04/2013 05:30 PM","","","","","","","","","","","",""
"610520","29101","LASALLE II","Fulton","07/2012 ","08/14/2012 05:30 PM","09/10/2012 05:30 PM","10/08/2012 07:45 AM","11/12/2012 05:30 PM","12/2012 ","01/14/2013 07:45 AM","02/11/2013 05:30 PM","03/11/2013 07:45 AM","04/08/2013 05:30 PM","05/13/2013 07:45 AM","06/10/2013 05:30 PM","","","","","","","","","","","",""
"610208","25671","LAVIZZO","Rock Island","07/2012 ","08/15/2012 03:00 PM","09/19/2012 03:00 PM","10/10/2012 03:00 PM","11/21/2012 03:00 PM","12/12/2012 03:00 PM","01/16/2013 03:00 PM","02/20/2013 03:00 PM","03/20/2013 03:00 PM","04/17/2013 03:00 PM","05/15/2013 03:00 PM","06/12/2013 03:00 PM","","","","","","","","","","","",""
"610034","31161","LAWNDALE","Austin-North Lawndale","07/2012 ","08/14/2012 10:00 AM","09/19/2012 10:00 AM","10/10/2012 10:00 AM","11/21/2012 10:00 AM","12/12/2012 10:00 AM","01/16/2013 10:00 AM","02/20/2013 10:00 AM","03/20/2013 10:00 AM","04/17/2013 10:00 AM","05/15/2013 10:00 AM","06/05/2013 10:00 AM","","","","","","","","","","","",""
"610045","24261","LAWRENCE","Lake Calumet","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610291","26331","LEE","Midway","07/2012 ","08/15/2012 03:30 PM","09/06/2012 03:30 PM","10/04/2012 03:30 PM","11/01/2012 03:30 PM","12/06/2012 03:30 PM","01/10/2013 03:30 PM","02/07/2013 03:30 PM","03/07/2013 03:30 PM","04/11/2013 03:30 PM","05/02/2013 03:30 PM","06/02/2013 03:30 PM","","","","","","","","","","","",""
"610305","26391","LELAND","Austin-North Lawndale","07/2012 ","08/08/2012 03:00 PM","09/12/2012 03:00 PM","10/10/2012 03:00 PM","11/14/2012 03:00 PM","12/12/2012 03:00 PM","01/09/2013 03:00 PM","02/13/2013 03:00 PM","03/12/2013 03:00 PM","04/09/2013 03:00 PM","05/08/2013 03:00 PM","06/12/2013 03:00 PM","","","","","","","","","","","",""
"610298","29361","LENART","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/15/2013 06:00 PM","02/2013 ","03/19/2013 06:00 PM","04/2013 ","05/21/2013 06:00 PM","06/2013 ","","","","","","","","","","","",""
"610036","24151","LEWIS","Austin-North Lawndale","07/2012 ","08/16/2012 04:30 PM","09/20/2012 04:30 PM","10/18/2012 04:30 PM","11/15/2012 04:30 PM","12/20/2012 04:30 PM","01/17/2013 04:30 PM","02/21/2013 04:30 PM","03/21/2013 04:30 PM","04/18/2013 04:30 PM","05/16/2013 04:30 PM","06/20/2013 04:30 PM","","","","","","","","","","","",""
"610037","24171","LIBBY","Pershing","07/2012 ","08/2012 ","09/05/2012 04:30 PM","10/2012 ","11/07/2012 03:30 PM","12/2012 ","01/09/2013 03:30 PM","02/2013 ","03/06/2013 03:30 PM","04/10/2013 03:30 PM","05/07/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610038","24191","LINCOLN","Fullerton","07/2012 ","08/21/2012 06:00 PM","09/04/2012 06:00 PM","10/02/2012 06:00 PM","11/06/2012 06:00 PM","12/04/2012 06:00 PM","01/09/2013 06:00 PM","02/05/2013 06:00 PM","03/05/2013 06:00 PM","04/09/2013 06:00 PM","05/07/2013 06:00 PM","06/04/2013 06:00 PM","","","","","","","","","","","",""
"609738","46321","LINCOLN PARK HS","North-Northwest Side","07/2012 ","08/15/2012 06:00 PM","09/19/2012 06:00 PM","10/17/2012 06:00 PM","11/21/2012 06:00 PM","12/19/2012 06:00 PM","01/16/2013 06:00 PM","02/20/2013 06:00 PM","03/20/2013 06:00 PM","04/17/2013 06:00 PM","05/15/2013 06:00 PM","06/19/2013 06:00 PM","","","","","","","","","","","",""
"610391","46511","LINDBLOM HS","Southwest Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609834","22521","LITTLE VILLAGE","Pilsen-Little Village","07/2012 ","08/24/2012 08:15 AM","09/19/2012 03:15 PM","10/2012 ","11/14/2012 03:15 PM","12/2012 ","01/18/2013 08:15 AM","02/20/2013 03:15 PM","03/15/2013 08:15 AM","04/24/2013 03:15 PM","05/17/2013 08:15 AM","06/2013 ","","","","","","","","","","","",""
"610040","24221","LLOYD","Fullerton","07/2012 ","08/14/2012 05:30 PM","09/11/2012 05:30 PM","10/09/2012 05:30 PM","11/13/2012 ","12/11/2012 ","01/08/2013 ","02/05/2013 ","03/12/2013 ","04/19/2013 ","05/14/2013 ","06/11/2013 ","","","","","","","","","","","",""
"610041","24231","LOCKE, J","Fullerton","07/2012 ","08/29/2012 03:00 PM","09/2012 ","10/09/2012 05:00 PM","11/13/2012 05:00 PM","12/11/2012 05:00 PM","01/2013 ","02/05/2013 ","03/12/2013 ","04/16/2013 ","05/14/2013 ","06/12/2013 ","","","","","","","","","","","",""
"610325","41091","LOGANDALE","Fullerton","07/2012 ","08/14/2012 05:00 PM","09/11/2012 05:00 PM","10/16/2012 08:15 AM","11/13/2012 05:00 PM","12/11/2012 08:15 AM","01/15/2013 05:00 PM","02/05/2013 01:00 PM","03/2013 ","04/16/2013 05:00 PM","05/14/2013 08:15 AM","06/04/2013 05:00 PM","","","","","","","","","","","",""
"610541","22341","LORCA","Fullerton","07/2012 ","08/08/2012 08:30 AM","09/12/2012 08:30 AM","10/10/2012 08:30 AM","11/14/2012 08:30 AM","12/12/2012 08:30 AM","01/09/2013 08:30 AM","02/13/2013 08:30 AM","03/13/2013 08:30 AM","04/17/2013 08:30 AM","05/08/2013 08:30 AM","06/12/2013 08:30 AM","","","","","","","","","","","",""
"610043","24241","LOVETT","Austin-North Lawndale","07/2012 ","08/20/2012 05:30 PM","09/17/2012 05:30 PM","10/15/2012 05:30 PM","11/19/2012 05:30 PM","12/17/2012 05:30 PM","01/21/2013 05:30 PM","02/18/2013 05:30 PM","03/18/2013 05:30 PM","04/15/2013 05:30 PM","05/20/2013 05:30 PM","06/17/2013 05:30 PM","","","","","","","","","","","",""
"610044","24251","LOWELL","Garfield-Humboldt","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/15/2013 08:30 AM","02/19/2013 08:30 AM","03/19/2013 08:30 AM","04/09/2013 08:30 AM","05/14/2013 08:30 AM","06/04/2013 08:30 AM","","","","","","","","","","","",""
"610029","24101","LOZANO ES","Fulton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/23/2013 03:30 PM","02/20/2013 03:30 PM","03/20/2013 03:30 PM","04/24/2013 03:30 PM","05/22/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610046","24281","LYON","Fullerton","07/2012 ","08/2012 ","09/19/2012 04:30 PM","10/17/2012 04:30 PM","11/14/2012 04:30 PM","12/19/2012 04:30 PM","01/16/2013 04:30 PM","02/20/2013 04:30 PM","03/20/2013 04:30 PM","04/17/2013 04:30 PM","05/15/2013 04:30 PM","06/05/2013 04:30 PM","","","","","","","","","","","",""
"610215","41041","MADERO","Pilsen-Little Village","07/2012 ","08/22/2012 09:15 AM","09/21/2012 09:15 AM","10/2012 ","11/14/2012 09:15 AM","12/2012 ","01/18/2013 09:15 AM","02/22/2013 09:15 AM","03/22/2013 09:15 AM","04/19/2013 09:15 AM","05/17/2013 09:15 AM","06/2013 ","","","","","","","","","","","",""
"610047","24301","MADISON","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/09/2013 09:00 AM","02/13/2013 09:00 AM","03/13/2013 03:15 PM","04/10/2013 03:15 PM","05/08/2013 03:15 PM","06/12/2013 09:00 AM","","","","","","","","","","","",""
"610048","24311","MANIERRE","Fullerton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609722","53111","MANLEY HS","West Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/14/2013 05:00 PM","02/18/2013 05:00 PM","03/18/2013 05:00 PM","04/29/2013 05:00 PM","05/20/2013 05:00 PM","06/2013 ","","","","","","","","","","","",""
"610052","24331","MANN","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610241","31231","MARCONI","Garfield-Humboldt","07/2012 ","08/2012 ","09/2012 ","10/22/2012 04:00 PM","11/26/2012 04:00 PM","12/17/2012 04:00 PM","01/28/2013 04:00 PM","02/25/2013 04:00 PM","03/18/2013 04:00 PM","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610502","49151","MARINE MILITARY HS","West Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610054","24361","MARSH","Lake Calumet","07/2012 ","08/2012 ","09/19/2012 06:00 PM","10/17/2012 06:00 PM","11/14/2012 06:00 PM","12/19/2012 06:00 PM","01/16/2013 06:00 PM","02/20/2013 06:00 PM","03/20/2013 06:00 PM","04/24/2013 06:00 PM","05/29/2013 06:00 PM","06/12/2013 06:00 PM","","","","","","","","","","","",""
"609723","47041","MARSHALL HS","West Side","07/2012 04:00 PM","08/2012 04:00 PM","09/18/2012 04:00 PM","10/16/2012 04:00 PM","11/20/2012 04:00 PM","12/18/2012 04:00 PM","01/15/2013 04:00 PM","02/19/2013 04:00 PM","03/19/2013 04:00 PM","04/16/2013 04:00 PM","05/21/2013 04:00 PM","06/12/2013 04:00 PM","","","","","","","","","","","",""
"610321","41081","MARSHALL, T","O'Hare","07/13/2012 03:00 PM","08/23/2012 06:00 PM","09/11/2012 06:00 PM","10/09/2012 06:00 PM","11/13/2012 06:00 PM","12/11/2012 06:00 PM","01/15/2013 06:00 PM","02/19/2013 06:00 PM","03/12/2013 06:00 PM","04/16/2013 06:00 PM","05/14/2013 06:00 PM","06/11/2013 06:00 PM","","","","","","","","","","","",""
"610056","24381","MASON","Austin-North Lawndale","07/2012 ","08/23/2012 05:00 PM","09/12/2012 10:00 AM","10/10/2012 10:00 AM","11/14/2012 10:00 AM","12/12/2012 10:00 AM","01/2013 ","02/13/2013 10:00 AM","03/13/2013 10:00 AM","04/17/2013 10:00 AM","05/08/2013 10:00 AM","06/12/2013 10:00 AM","","","","","","","","","","","",""
"609724","46241","MATHER HS","North-Northwest Side","07/2012 ","08/2012 ","09/19/2012 06:00 PM","10/17/2012 06:00 PM","11/21/2012 06:00 PM","12/2012 ","01/16/2013 06:00 PM","02/20/2013 06:00 PM","03/20/2013 06:00 PM","04/24/2013 06:00 PM","05/15/2013 06:00 PM","06/12/2013 06:00 PM","","","","","","","","","","","",""
"610058","31171","MAY","Austin-North Lawndale","07/2012 ","08/28/2012 05:00 PM","09/25/2012 05:00 PM","10/30/2012 06:15 PM","11/20/2012 06:15 PM","12/11/2012 05:30 PM","01/29/2013 05:30 PM","02/2013 ","03/2013 ","04/10/2013 06:15 PM","05/28/2013 06:15 PM","06/2013 ","","","","","","","","","","","",""
"610059","24401","MAYER","Fullerton","07/2012 ","08/13/2012 06:00 PM","09/24/2012 06:00 PM","10/22/2012 06:00 PM","11/19/2012 06:00 PM","12/17/2012 06:00 PM","01/14/2013 06:00 PM","02/04/2013 06:00 PM","03/11/2013 06:00 PM","04/15/2013 06:00 PM","05/06/2013 06:00 PM","06/10/2013 06:00 PM","","","","","","","","","","","",""
"610061","24411","MAYO","Burnham Park","07/2012 ","08/2012 ","09/13/2012 09:30 AM","10/11/2012 03:45 PM","11/08/2012 09:30 AM","12/13/2012 09:30 AM","01/12/2013 03:45 PM","02/14/2013 03:45 PM","03/14/2013 03:45 PM","04/11/2013 03:45 PM","05/09/2013 03:45 PM","06/13/2013 03:45 PM","","","","","","","","","","","",""
"610290","26321","MAYS","Englewood-Gresham","07/10/2012 03:00 PM","08/14/2012 03:00 PM","09/11/2012 03:00 PM","10/09/2012 03:00 PM","11/13/2012 03:00 PM","12/11/2012 03:00 PM","01/08/2013 03:00 PM","02/12/2013 03:00 PM","03/12/2013 03:00 PM","04/09/2013 03:00 PM","05/14/2013 03:00 PM","06/11/2013 03:00 PM","","","","","","","","","","","",""
"609968","23551","MCAULIFFE","Fullerton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610062","24421","MCCLELLAN","Pershing","07/2012 ","08/13/2012 03:00 PM","09/10/2012 03:00 PM","10/08/2012 03:00 PM","11/05/2012 03:00 PM","12/10/2012 03:00 PM","01/14/2013 03:00 PM","02/11/2013 03:00 PM","03/11/2013 03:00 PM","04/15/2013 03:00 PM","05/13/2013 03:00 PM","06/10/2013 03:00 PM","","","","","","","","","","","",""
"610063","24431","MCCORMICK","Pilsen-Little Village","07/2012 ","08/16/2012 08:30 AM","09/20/2012 08:30 AM","10/11/2012 08:30 AM","11/15/2012 08:30 AM","12/13/2012 08:30 AM","01/07/2013 08:30 AM","02/21/2013 08:30 AM","03/21/2013 08:30 AM","04/18/2013 08:30 AM","05/16/2013 08:30 AM","06/13/2013 08:30 AM","","","","","","","","","","","",""
"610269","26201","MCCUTCHEON","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610066","29181","MCDADE","Skyway","07/2012 ","08/06/2012 06:30 PM","09/18/2012 06:30 PM","10/16/2012 06:30 PM","11/20/2012 06:30 PM","12/18/2012 06:30 PM","01/15/2013 06:30 PM","02/19/2013 06:30 PM","03/19/2013 06:30 PM","04/16/2013 06:30 PM","05/21/2013 06:30 PM","06/18/2013 06:30 PM","","","","","","","","","","","",""
"610312","26421","MCDOWELL","Skyway","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610067","24451","MCKAY","Midway","07/2012 ","08/21/2012 05:00 PM","09/2012 ","10/02/2012 05:00 PM","11/2012 ","12/04/2012 05:00 PM","01/2013 ","02/05/2013 05:00 PM","03/2013 ","04/09/2013 05:00 PM","05/2013 ","06/04/2013 05:00 PM","","","","","","","","","","","",""
"610282","26301","MCNAIR","Austin-North Lawndale","07/2012 ","08/15/2012 04:00 PM","09/19/2012 04:00 PM","10/17/2012 04:00 PM","11/14/2012 04:00 PM","12/2012 ","01/16/2013 04:00 PM","02/20/2013 04:00 PM","03/20/2013 04:00 PM","04/17/2013 04:00 PM","05/22/2013 04:00 PM","06/2013 ","","","","","","","","","","","",""
"610070","24471","MCPHERSON","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/08/2013 06:00 PM","02/19/2013 06:00 PM","03/12/2013 06:00 PM","04/09/2013 06:00 PM","05/14/2013 06:00 PM","06/11/2013 06:00 PM","","","","","","","","","","","",""
"610293","26351","MELODY","Garfield-Humboldt","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"609902","31061","METCALFE","Lake Calumet","07/10/2012 03:00 PM","08/14/2012 03:00 PM","09/11/2012 03:00 PM","10/09/2012 03:00 PM","11/20/2012 03:00 PM","12/11/2012 03:00 PM","01/08/2013 03:00 PM","02/19/2013 03:00 PM","03/12/2013 03:00 PM","04/09/2013 03:00 PM","05/14/2013 03:00 PM","06/18/2013 02:45 PM","","","","","","","","","","","",""
"610171","25331","MIRELES","Skyway","07/2012 ","08/30/2012 02:30 PM","09/27/2012 02:30 PM","10/30/2012 02:30 PM","11/29/2012 02:30 PM","12/2012 ","01/31/2013 02:30 PM","02/28/2013 02:30 PM","03/28/2013 02:30 PM","04/25/2013 02:30 PM","05/30/2013 02:30 PM","06/27/2013 02:30 PM","","","","","","","","","","","",""
"610073","24511","MITCHELL","Fulton","07/2012 ","08/2012 ","09/11/2012 03:00 PM","10/09/2012 06:00 PM","11/13/2012 09:15 AM","12/11/2012 03:00 PM","01/15/2013 03:00 PM","02/19/2013 03:00 PM","03/12/2013 06:00 PM","04/09/2013 09:15 AM","05/14/2013 03:00 PM","06/11/2013 03:00 PM","","","","","","","","","","","",""
"610276","26251","MOLLISON","Burnham Park","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/22/2013 06:00 PM","02/19/2013 06:00 PM","03/19/2013 06:00 PM","04/16/2013 06:00 PM","05/21/2013 06:00 PM","06/18/2013 06:00 PM","","","","","","","","","","","",""
"610074","24531","MONROE","Fullerton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/17/2013 08:30 AM","02/05/2013 08:30 AM","03/12/2013 08:30 AM","04/16/2013 08:30 AM","05/09/2013 08:30 AM","06/04/2013 08:30 AM","","","","","","","","","","","",""
"610075","30041","MONTEFIORE","Fulton","07/11/2012 10:30 AM","08/31/2012 10:30 AM","09/21/2012 10:30 AM","10/18/2012 10:30 AM","11/15/2012 10:30 AM","12/13/2012 10:30 AM","01/17/2013 10:30 AM","02/21/2013 10:30 AM","03/21/2013 10:30 AM","04/18/2013 10:30 AM","05/16/2013 10:30 AM","06/13/2013 10:30 AM","","","","","","","","","","","",""
"610076","24551","MOOS","Fulton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610072","24501","MORGAN","Englewood-Gresham","07/2012 ","08/20/2012 04:30 PM","09/28/2012 04:30 PM","10/08/2012 04:30 PM","11/19/2012 04:30 PM","12/10/2012 04:30 PM","01/14/2013 04:30 PM","02/11/2013 04:30 PM","03/18/2013 04:30 PM","04/15/2013 04:30 PM","05/20/2013 04:30 PM","06/17/2013 04:30 PM","","","","","","","","","","","",""
"609725","46251","MORGAN PARK HS","Far South Side","07/2012 ","08/15/2012 07:00 PM","09/19/2012 07:00 PM","10/10/2012 07:00 PM","11/14/2012 07:00 PM","12/12/2012 07:00 PM","01/16/2013 07:00 PM","02/20/2013 07:00 PM","03/20/2013 07:00 PM","04/17/2013 07:00 PM","05/15/2013 07:00 PM","06/12/2013 07:00 PM","","","","","","","","","","","",""
"610077","24571","MORRILL","Midway","07/2012 ","08/15/2012 05:00 PM","09/12/2012 05:00 PM","10/10/2012 05:00 PM","11/14/2012 05:00 PM","12/12/2012 05:00 PM","01/09/2013 05:00 PM","02/13/2013 05:00 PM","03/13/2013 05:00 PM","04/10/2013 05:00 PM","05/08/2013 05:00 PM","06/12/2013 05:00 PM","","","","","","","","","","","",""
"610257","26091","MORTON","Garfield-Humboldt","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610082","24591","MOUNT GREENWOOD","Rock Island","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/05/2013 03:30 PM","03/2013 ","04/02/2013 03:30 PM","05/01/2013 03:30 PM","06/2013 ","","","","","","","","","","","",""
"610086","24601","MOUNT VERNON","Rock Island","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610088","24611","MOZART","Fullerton","07/02/2012 10:00 AM","08/2012 ","09/19/2012 08:00 AM","10/09/2012 08:00 AM","11/16/2012 03:30 PM","12/11/2012 08:00 AM","01/15/2013 08:00 AM","02/15/2013 03:30 PM","03/2013 ","04/16/2013 08:00 AM","05/14/2013 08:00 AM","06/14/2013 03:30 PM","","","","","","","","","","","",""
"610385","55181","MULTICULTURAL ACAD SCHOLARSHIP","West Side","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610089","24621","MURPHY","O'Hare","07/2012 ","08/2012 ","09/13/2012 05:30 PM","10/11/2012 05:30 PM","11/08/2012 05:30 PM","12/13/2012 05:30 PM","01/2013 ","02/07/2013 05:30 PM","03/14/2013 05:30 PM","04/11/2013 05:30 PM","06/06/2013 05:30 PM","06/24/2013 08:00 AM","07/11/2013 06:00 PM","","","","","","","","","","",""
"610090","29221","MURRAY","Burnham Park","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/17/2013 06:30 PM","05/15/2013 06:30 PM","06/12/2013 03:00 PM","","","","","","","","","","","",""
"610092","24641","NASH","Austin-North Lawndale","07/2012 ","08/15/2012 03:45 PM","09/20/2012 03:45 PM","10/18/2012 ","11/15/2012 ","12/20/2012 ","01/17/2013 03:45 PM","02/14/2013 03:45 PM","03/21/2013 ","04/18/2013 ","05/16/2013 ","06/20/2013 ","","","","","","","","","","","",""
"610085","30061","NEAR NORTH","Fulton","07/2012 ","08/2012 ","09/2012 ","10/2012 ","11/2012 ","12/2012 ","01/2013 ","02/2013 ","03/2013 ","04/2013 ","05/2013 ","06/2013 ","","","","","","","","","","","",""
"610093","24651","NEIL","Skyway","07/2012 ","08/09/2012 01:00 PM","09/06/2012 06:30 PM","10/11/2012 06:30 PM","11/08/2012 06:30 PM","12/13/2012 06:30 PM","01/10/2013 06:30 PM","02/14/2013 06:30 PM","03/14/2013 06:30 PM","04/11/2013 06:30 PM","05/09/2013 06:30 PM","06/13/2013 06:30 PM","","","","","","","","","","","",""
"610094","24661","NETTELHORST","Ravenswood-Ridge","07/2012 ","08/2012 ","09/2012 ","10/15/2012 06:00 PM","11/19/2012 06:00 PM","12/17/2012 06:00 PM","01/28/2013 06:00 PM","02/25/2013 06:00 PM","03/18/2013 06:00 PM","04/15/2013 06:00 PM","05/20/2013 06:00 PM","06/17/2013 06:00 PM","","","","","","","","","","","",""
"610284","22071","NEW FIELD","Ravenswood-Ridge","07/2012 ","08/2012 ","09/19/2012 04:00 PM","10/17/2012 04:00 PM","11/14/2012 08:00 AM","12/19/2012 08:00 AM","01/23/2013 08:00 AM","02/20/2013 08:00 AM","03/20/2013 04:00 PM","04/17/2013 04:00 PM","05/15/2013 04:00 PM","06/12/2013 08:00 AM","","","","","","","","","","","",""
